Trait,CHR,pStart,pEnd,Gene,pval_skat
basal_metabolic,6,28213918,28217797,ZKSCAN4,1.2284241337471499e-11
basal_metabolic,6,28543089,28546952,SCAND3,6.52646222545751e-13
basal_metabolic,6,30878523,30881103,GTF2H4,1.63108676984938e-12
basal_metabolic,6,31079242,31080016,C6orf15,1.81104764518381e-09
basal_metabolic,6,31098832,31107648,PSORS1C1,2.9896659040805e-11
basal_metabolic,6,31110391,31125257,CCHCR1,1.92275697006001e-10
basal_metabolic,6,31513402,31514247,ATP6V1G2,7.22285754584655e-30
basal_metabolic,6,31708910,31728267,MSH5,2.59911061866568e-10
basal_metabolic,6,31736065,31741659,C6orf27,3.22098852034713e-08
basal_metabolic,6,32261507,32339076,C6orf10,1.78833322577257e-09
basal_metabolic,6,32549284,32554386,HLA-DRB1,9.4555379033894e-10
basal_metabolic,6,32605326,32609813,HLA-DQA1,9.13665311186307e-08
basal_metabolic,6,33240506,33242825,RPS18,5.60304734921735e-10
basal_metabolic,6,34287912,34354073,NUDT3,2.38813630384854e-30
basal_metabolic,6,34498328,34499387,PACSIN1,2.8046441385541e-14
basal_metabolic,6,34559969,34657369,C6orf106,1.40589817372136e-09
basal_metabolic,6,34761675,34839644,UHRF1BP1,8.90062522163785e-32
basal_metabolic,6,34880876,35054185,ANKS1A,4.815683625171151e-20
basal_metabolic,6,35088381,35108553,TCP11,1.1292650086872799e-11
basal_metabolic,6,35331104,35386872,PPARD,2.6648926383587503e-10
basal_metabolic,6,35553345,35607571,FKBP5,6.70824720712952e-10
basal_metabolic,6,50788262,50803050,TFAP2B,1.03075955699794e-12
basal_metabolic,6,51483961,51947237,PKHD1,1.09532898306952e-08
basal_metabolic,6,130400442,130448853,L3MBTL3,8.24975524149993e-09
basal_metabolic,7,127015083,127030408,ZNF800,1.47529502178598e-12
basal_metabolic,8,135491811,135722407,ZFAT,7.013320678806199e-13
basal_metabolic,9,97529670,97839797,C9orf3,2.69976112848766e-09
basal_metabolic,9,98209594,98277516,PTCH1,2.86077432612086e-08
bilirubin_direct,10,101544088,101611294,ABCC2,9.64532658489374e-25
bilirubin_direct,10,101636917,101729881,DNMBP,1.19800929155266e-09
bilirubin_direct,11,2924591,2942593,SLC22A18,4.5251271779714393e-11
bilirubin_direct,12,20522252,20831714,PDE3A,1.07359219472043e-12
bilirubin_direct,12,20853121,20905250,SLCO1C1,1.80852468066509e-51
bilirubin_direct,12,20971231,21045694,SLCO1B3,7.36064909270905e-86
bilirubin_direct,12,21171495,21235850,SLCO1B7,5.43978158257403e-99
bilirubin_direct,12,21295279,21391976,SLCO1B1,2.64396666703569e-127
bilirubin_direct,12,21457434,21487544,SLCO1A2,6.933917348813231e-98
bilirubin_direct,12,21592094,21613270,PYROXD1,2.01170585454182e-18
bilirubin_direct,12,21690035,21757238,GYS2,3.74863357824759e-11
bilirubin_direct,12,21957838,22079726,ABCC9,1.36918814031422e-11
bilirubin_direct,14,94844843,94849201,SERPINA1,1.41157207440543e-09
bilirubin_direct,19,12429782,12443441,ZNF563,1.31532111505398e-08
bilirubin_direct,19,19432416,19455864,MAU2,3.1906675079795803e-09
bilirubin_direct,19,45351516,45390333,PVRL2,1.1430036842467202e-09
bilirubin_direct,19,45410002,45412079,APOE,1.54632524945363e-41
bilirubin_direct,2,234171812,234199537,ATG16L1,1.1509531902892299e-158
bilirubin_direct,2,234219952,234246503,SAG,0.0
bilirubin_direct,2,234273242,234375944,DGKD,0.0
bilirubin_direct,2,234394111,234449316,USP40,0.0
bilirubin_direct,2,234526871,234678668,UGT1A8,0.0
bilirubin_direct,2,234747459,234763137,HJURP,4.82323931267312e-83
bilirubin_direct,2,234854540,234918776,TRPM8,2.6345213238545098e-238
bilirubin_direct,20,42988702,43057480,HNF4A,9.876060484177249e-16
bilirubin_direct,6,25850845,25864898,SLC17A3,2.12600440585575e-08
bilirubin_direct,6,30540890,30553871,ABCF1,9.10167917700377e-08
bilirubin_direct,6,32549284,32554386,HLA-DRB1,8.72293169758724e-10
bilirubin_direct,8,41519248,41743589,ANK1,4.39437682908661e-08
bilirubin_total,10,64927823,65220711,JMJD1C,8.528859969147e-09
bilirubin_total,10,71054102,71160699,HK1,1.3583476167991e-08
bilirubin_total,10,101544088,101611294,ABCC2,3.62364290777409e-10
bilirubin_total,11,2924591,2942593,SLC22A18,1.07771648225872e-10
bilirubin_total,12,20522252,20831714,PDE3A,1.55084917097439e-11
bilirubin_total,12,20853121,20905250,SLCO1C1,4.46838304713664e-75
bilirubin_total,12,20971231,21045694,SLCO1B3,7.84575325482336e-118
bilirubin_total,12,21171495,21235850,SLCO1B7,1.9949454785447201e-131
bilirubin_total,12,21295279,21391976,SLCO1B1,1.69009615961149e-179
bilirubin_total,12,21457434,21487544,SLCO1A2,2.9045039209752e-141
bilirubin_total,12,21592094,21613270,PYROXD1,1.69583965716223e-27
bilirubin_total,12,21623969,21649160,RECQL,3.57501420600377e-10
bilirubin_total,12,21690035,21757238,GYS2,1.07269635980389e-19
bilirubin_total,12,21791062,21801579,LDHB,3.7547239957913605e-09
bilirubin_total,12,21957838,22079726,ABCC9,2.40197583070928e-17
bilirubin_total,12,112869780,112935344,PTPN11,3.77310168595507e-12
bilirubin_total,14,50603986,50696798,SOS2,1.2153852575234e-09
bilirubin_total,19,12429782,12443441,ZNF563,7.11299183335672e-11
bilirubin_total,19,45410002,45412079,APOE,1.23244993099902e-08
bilirubin_total,2,233745521,233836065,NGEF,7.3762207821601e-11
bilirubin_total,2,234171812,234199537,ATG16L1,3.5872135482220804e-247
bilirubin_total,2,234219952,234246503,SAG,0.0
bilirubin_total,2,234273242,234375944,DGKD,0.0
bilirubin_total,2,234394111,234449316,USP40,0.0
bilirubin_total,2,234526871,234678668,UGT1A8,0.0
bilirubin_total,2,234747459,234763137,HJURP,3.81831078554479e-124
bilirubin_total,2,234854540,234918776,TRPM8,0.0
bilirubin_total,20,42988702,43057480,HNF4A,2.04838304408793e-16
bilirubin_total,6,25850845,25864898,SLC17A3,4.85947440717241e-15
bilirubin_total,6,27879200,27879982,OR2B2,6.06127190660999e-08
bilirubin_total,6,28543089,28546952,SCAND3,3.77726224742858e-08
bilirubin_total,6,32549284,32554386,HLA-DRB1,4.6890731820029295e-11
bilirubin_total,8,41519248,41743589,ANK1,7.4676553178959e-17
blood_eosinophil,1,12124259,12198362,TNFRSF8,2.21797810603163e-11
blood_eosinophil,1,92981330,93257374,EVI5,4.06866470532623e-08
blood_eosinophil,1,150550924,150551327,MCL1,8.43107477166427e-08
blood_eosinophil,1,150784620,150808889,ARNT,6.80390440598905e-14
blood_eosinophil,1,221053545,221057739,HLX,2.63743616221356e-10
blood_eosinophil,10,64154935,64408208,ZNF365,6.51624321286025e-10
blood_eosinophil,11,117076972,117100029,PCSK7,7.221676763587069e-11
blood_eosinophil,12,110447513,110470695,ANKRD13A,1.39869738461626e-09
blood_eosinophil,12,110573793,110630220,IFT81,7.65731746898979e-08
blood_eosinophil,12,111490653,111785515,CUX2,4.82043931490523e-47
blood_eosinophil,12,111911494,112015380,ATXN2,6.33215293426588e-14
blood_eosinophil,12,112091244,112111717,BRAP,1.52270477224932e-13
blood_eosinophil,12,112182876,112189001,ACAD10,2.82568079159781e-21
blood_eosinophil,12,112471716,112545374,NAA25,2.68047439899109e-25
blood_eosinophil,12,112869780,112935344,PTPN11,3.78892420074442e-62
blood_eosinophil,14,23598976,23652004,SLC7A8,1.149204948792e-08
blood_eosinophil,15,67360728,67477569,SMAD3,4.6994229049083204e-21
blood_eosinophil,16,11039635,11269399,CLEC16A,1.91512552144702e-10
blood_eosinophil,16,11439679,11444572,RMI2,3.69034991454242e-09
blood_eosinophil,16,67031481,67038140,CES4A,4.88486081823139e-10
blood_eosinophil,16,67319622,67322118,PLEKHG4,2.65245694991603e-10
blood_eosinophil,17,4535314,4540268,ALOX15,6.35797540490511e-78
blood_eosinophil,17,37939398,38013360,IKZF3,4.01190714154664e-21
blood_eosinophil,17,41926126,41939212,CD300LG,1.17778278373803e-10
blood_eosinophil,17,43474668,43482264,ARHGAP27,2.86423310624784e-08
blood_eosinophil,17,43516738,43555253,PLEKHM1,4.59297662096025e-17
blood_eosinophil,17,47210469,47246956,B4GALNT2,2.47467980304154e-08
blood_eosinophil,18,60804334,60978979,BCL2,2.24968414243526e-42
blood_eosinophil,19,16313394,16339431,AP1M1,3.18387505249262e-08
blood_eosinophil,19,16479411,16569843,EPS15L1,1.54034545338975e-16
blood_eosinophil,19,16697834,16735394,MED26,5.70888270994856e-12
blood_eosinophil,19,45410002,45412079,APOE,1.23514107830403e-08
blood_eosinophil,19,46268902,46269313,SIX5,5.69774575973297e-10
blood_eosinophil,2,97439075,97465384,CNNM4,1.34292559206189e-09
blood_eosinophil,2,102319730,102500976,MAP4K4,2.64535028286834e-13
blood_eosinophil,2,102955082,102966310,IL1RL1,1.9883964040629e-11
blood_eosinophil,2,102988300,103010494,IL18R1,5.95084139839891e-16
blood_eosinophil,2,103042401,103068156,IL18RAP,1.40628242384366e-09
blood_eosinophil,2,196641517,196925237,DNAH7,4.0982140363825906e-09
blood_eosinophil,2,213878295,214006439,IKZF2,4.5770095128275e-24
blood_eosinophil,20,29970431,29976949,DEFB119,8.10053493172092e-08
blood_eosinophil,20,30254548,30296428,BCL2L1,9.20392771750868e-15
blood_eosinophil,20,49132208,49196167,PTPN1,3.6789129651842805e-09
blood_eosinophil,21,36167781,36420244,RUNX1,1.80904493109714e-29
blood_eosinophil,22,41264541,41321602,XPNPEP3,1.05023675113793e-09
blood_eosinophil,22,41610172,41628902,L3MBTL2,7.228257908180469e-11
blood_eosinophil,3,48616291,48628014,COL7A1,6.85364136554512e-08
blood_eosinophil,3,50721022,51410485,DOCK3,2.21604424481036e-10
blood_eosinophil,3,127872506,128122580,EEFSEC,1.7502337900723502e-20
blood_eosinophil,3,128200459,128204960,GATA2,8.55492645595549e-13
blood_eosinophil,3,128612113,128627887,ACAD9,9.590360028117451e-15
blood_eosinophil,4,123101170,123277192,KIAA1109,8.975031244373369e-12
blood_eosinophil,5,110428060,110460958,WDR36,8.69495056236791e-18
blood_eosinophil,5,110560413,110815788,CAMK4,1.80855192165117e-11
blood_eosinophil,5,129246025,129500007,CHSY3,3.88964177986924e-10
blood_eosinophil,5,130764699,130969724,RAPGEF6,1.2604041748875702e-25
blood_eosinophil,5,131004513,131116899,FNIP1,4.31734580552086e-21
blood_eosinophil,5,131302662,131342241,ACSL6,5.30133623344034e-11
blood_eosinophil,5,131532932,131547233,P4HA2,2.87817884602126e-09
blood_eosinophil,5,131639843,131671662,SLC22A4,7.6776431488797e-17
blood_eosinophil,5,131755969,131809393,C5orf56,7.06180504882928e-29
blood_eosinophil,5,131819800,131824486,IRF1,3.2182667029795303e-44
blood_eosinophil,5,131902931,131953510,RAD50,3.94682342490226e-13
blood_eosinophil,5,148206440,148207447,ADRB2,8.020760005282559e-12
blood_eosinophil,6,395634,407365,IRF4,2.26351247607711e-12
blood_eosinophil,6,489202,635320,EXOC2,4.692264524156991e-24
blood_eosinophil,6,26501897,26509382,BTN1A1,2.02114956168393e-13
blood_eosinophil,6,30105154,30115542,TRIM40,2.55576981800232e-08
blood_eosinophil,6,30154049,30166266,TRIM26,3.1786014122861498e-12
blood_eosinophil,6,30516353,30519258,GNL1,5.10083550436852e-15
blood_eosinophil,6,30878523,30881103,GTF2H4,2.19496909903095e-17
blood_eosinophil,6,31098832,31107648,PSORS1C1,2.17657389010468e-15
blood_eosinophil,6,31237257,31238716,HLA-C,3.82872083283648e-12
blood_eosinophil,6,31469468,31477681,MICB,6.31009216072623e-16
blood_eosinophil,6,31513402,31514247,ATP6V1G2,9.35734393601685e-71
blood_eosinophil,6,31591808,31605199,PRRC2A,2.04751322157934e-23
blood_eosinophil,6,31607111,31618761,BAG6,1.45927409565816e-17
blood_eosinophil,6,31708910,31728267,MSH5,1.00795867015957e-22
blood_eosinophil,6,31731881,31732207,C6orf26,1.02023373083071e-08
blood_eosinophil,6,31736065,31741659,C6orf27,5.21958424061689e-24
blood_eosinophil,6,31868765,31912523,ZBTB12,1.9982072489471905e-17
blood_eosinophil,6,31928148,31937037,SKIV2L,3.22354608878812e-08
blood_eosinophil,6,32134510,32135137,EGFL8,1.70910613309391e-14
blood_eosinophil,6,32146492,32148031,RNF5,2.94433166890518e-15
blood_eosinophil,6,32149883,32151934,AGER,1.46939645742332e-16
blood_eosinophil,6,32154285,32157364,PBX2,3.25644461326038e-13
blood_eosinophil,6,32163274,32191457,NOTCH4,2.26978112004215e-16
blood_eosinophil,6,32261507,32339076,C6orf10,1.9959857173823e-24
blood_eosinophil,6,32549284,32554386,HLA-DRB1,2.59411855329501e-28
blood_eosinophil,6,32628189,32633970,HLA-DQB1,5.81052256172594e-09
blood_eosinophil,6,32709964,32714143,HLA-DQA2,5.37761882169768e-15
blood_eosinophil,6,32781112,32783896,HLA-DOB,9.93391833090443e-13
blood_eosinophil,6,32822186,32826450,PSMB9,1.50345824678766e-09
blood_eosinophil,6,33269881,33280629,TAPBP,1.14042232735075e-28
blood_eosinophil,6,35088381,35108553,TCP11,2.85321527515592e-08
blood_eosinophil,6,42196127,42232509,TRERF1,3.91659744074675e-09
blood_eosinophil,6,135296684,135371329,HBS1L,5.82464669829363e-08
blood_eosinophil,6,135506442,135539103,MYB,1.62158539305778e-08
blood_eosinophil,7,75513062,75515664,RHBDD2,8.843435685835691e-10
blood_eosinophil,7,75592925,75615006,POR,1.77183411027038e-09
blood_eosinophil,7,148851273,148873940,ZNF398,2.72789431043918e-08
blood_eosinophil,8,22962553,22974450,TNFRSF10C,4.82584799459673e-10
blood_eosinophil,8,42997744,43053062,HGSNAT,1.31199496325218e-08
blood_eosinophil,8,48174091,48647273,KIAA0146,1.5681865173971002e-10
blood_eosinophil,8,61654298,61764908,CHD7,4.13668807600203e-11
blood_eosinophil,9,5038640,5120803,JAK2,9.70792693111633e-10
blood_eosinophil,9,5640617,5772424,KIAA1432,2.61005247795243e-18
blood_eosinophil,9,6414839,6498773,UHRF2,7.82547969862636e-58
blood_eosinophil,9,6534845,6645251,GLDC,4.1229525979690203e-17
blood_lymphocyte,1,198613504,198714895,PTPRC,7.82372529096801e-18
blood_lymphocyte,10,50244183,50316586,VSTM4,1.79926272769748e-08
blood_lymphocyte,10,50365581,50393251,C10orf128,1.5793593485251e-09
blood_lymphocyte,11,48011369,48180921,PTPRJ,3.5873994331722203e-10
blood_lymphocyte,12,9822952,9845703,CLEC2D,4.10961923256308e-14
blood_lymphocyte,12,9875323,9885840,CLECL1,3.63334381921486e-13
blood_lymphocyte,12,9981162,9995082,KLRF1,2.0248057557750698e-12
blood_lymphocyte,12,111490653,111785515,CUX2,1.97897933685799e-35
blood_lymphocyte,12,111911494,112015380,ATXN2,2.5092921490114e-13
blood_lymphocyte,12,112182876,112189001,ACAD10,1.9263681083972e-14
blood_lymphocyte,12,112471716,112545374,NAA25,1.65954734846507e-21
blood_lymphocyte,12,112869780,112935344,PTPN11,6.820594380737029e-43
blood_lymphocyte,12,124198360,124242557,ATP6V0A2,8.13849697633984e-08
blood_lymphocyte,13,114749969,114896917,RASA3,7.19646090642754e-16
blood_lymphocyte,13,115004203,115037377,CDC16,4.91401189039513e-11
blood_lymphocyte,14,104027557,104028270,BAG5,1.27091690936312e-13
blood_lymphocyte,16,30491783,30528132,ITGAL,5.4614045557227694e-11
blood_lymphocyte,17,4638563,4639597,CXCL16,5.0996622030399e-08
blood_lymphocyte,17,4739023,4799289,MINK1,2.03172628174673e-13
blood_lymphocyte,17,43474668,43482264,ARHGAP27,3.57442856424584e-08
blood_lymphocyte,18,60804334,60978979,BCL2,8.57212122395978e-08
blood_lymphocyte,19,16313394,16339431,AP1M1,8.16906892131541e-08
blood_lymphocyte,19,16479411,16569843,EPS15L1,1.63205441231947e-51
blood_lymphocyte,19,16697834,16735394,MED26,8.08033677914238e-50
blood_lymphocyte,2,23790221,23926659,KLHL29,3.09404906963269e-13
blood_lymphocyte,2,23980698,24148020,ATAD2B,1.32538939542056e-09
blood_lymphocyte,2,24242812,24244603,MFSD2B,9.407570019387921e-14
blood_lymphocyte,2,24290671,24298486,SF3B14,3.32446827720861e-17
blood_lymphocyte,2,24398818,24413298,C2orf84,5.81004304667232e-08
blood_lymphocyte,2,25276284,25373365,EFR3B,5.6111612768573296e-11
blood_lymphocyte,2,25462988,25530020,DNMT3A,2.06898433515769e-15
blood_lymphocyte,2,43479638,43806918,THADA,1.9214265862545e-09
blood_lymphocyte,2,111534586,111875388,ACOXL,2.58598375224575e-10
blood_lymphocyte,2,143914267,144524621,ARHGAP15,7.13150467276542e-10
blood_lymphocyte,2,161136193,161340270,RBMS1,2.30472594725896e-09
blood_lymphocyte,2,163124637,163167154,IFIH1,2.00630805928162e-08
blood_lymphocyte,20,30698922,30742996,TM9SF4,3.99767580172715e-09
blood_lymphocyte,22,30186139,30223584,ASCC2,1.32789841018542e-09
blood_lymphocyte,22,30367854,30415983,MTMR3,8.12819779383049e-11
blood_lymphocyte,3,28294794,28351763,CMC1,5.38125671798724e-12
blood_lymphocyte,3,46965111,47011310,CCDC12,1.26847138947937e-10
blood_lymphocyte,4,37903756,38138856,TBC1D1,3.793164362929389e-11
blood_lymphocyte,4,103719434,103788211,UBE2D3,5.11266426763565e-10
blood_lymphocyte,5,134674160,134723312,H2AFY,1.40845434197118e-16
blood_lymphocyte,6,26405816,26413744,BTN3A1,3.86077250169592e-08
blood_lymphocyte,6,26501897,26509382,BTN1A1,3.0521596313553904e-17
blood_lymphocyte,6,29640951,29644502,ZFP57,8.75064073268977e-33
blood_lymphocyte,6,29795636,29796327,HLA-G,9.68638245136432e-13
blood_lymphocyte,6,30669430,30682007,MDC1,2.61828753698643e-12
blood_lymphocyte,6,30878523,30881103,GTF2H4,1.51925274225465e-09
blood_lymphocyte,6,30953105,30955929,MUC21,8.61658094984681e-15
blood_lymphocyte,6,31079242,31080016,C6orf15,1.8178449476834798e-28
blood_lymphocyte,6,31098832,31107648,PSORS1C1,3.56961954253838e-51
blood_lymphocyte,6,31110391,31125257,CCHCR1,8.345851158053189e-80
blood_lymphocyte,6,31127562,31130078,TCF19,1.27726370265991e-34
blood_lymphocyte,6,31132649,31138107,POU5F1,1.27786016212994e-08
blood_lymphocyte,6,31373985,31379059,MICA,2.99443659140957e-22
blood_lymphocyte,6,31469468,31477681,MICB,4.97066611312139e-19
blood_lymphocyte,6,31496915,31497706,MCCD1,1.00509066994223e-31
blood_lymphocyte,6,31498497,31507834,DDX39B,7.88282945593089e-36
blood_lymphocyte,6,31513402,31514247,ATP6V1G2,4.54553950459647e-155
blood_lymphocyte,6,31515799,31525448,NFKBIL1,3.4109010812625504e-20
blood_lymphocyte,6,31540556,31540784,LTA,1.05900582997657e-56
blood_lymphocyte,6,31583224,31583931,AIF1,5.936553216229851e-10
blood_lymphocyte,6,31591808,31605199,PRRC2A,1.89975025279462e-57
blood_lymphocyte,6,31631334,31632134,GPANK1,5.50653767362891e-20
blood_lymphocyte,6,31655438,31669496,ABHD16A,8.20453048337635e-10
blood_lymphocyte,6,31674944,31678073,LY6G6F,8.93718739040544e-19
blood_lymphocyte,6,31708910,31728267,MSH5,3.90405230085053e-54
blood_lymphocyte,6,31731881,31732207,C6orf26,1.05996732236308e-46
blood_lymphocyte,6,31736065,31741659,C6orf27,1.4718267903541897e-11
blood_lymphocyte,6,31834197,31844684,SLC44A4,4.987844940232241e-10
blood_lymphocyte,6,31850332,31864674,EHMT2,6.59613696809632e-31
blood_lymphocyte,6,31868765,31912523,ZBTB12,7.14424661530136e-42
blood_lymphocyte,6,31915144,31918903,CFB,7.80478345875057e-14
blood_lymphocyte,6,31920687,31925848,RDBP,6.744025967752871e-17
blood_lymphocyte,6,31928148,31937037,SKIV2L,2.73709104010813e-37
blood_lymphocyte,6,31937762,31939345,DOM3Z,3.43842300561055e-16
blood_lymphocyte,6,32085278,32093922,ATF6B,9.11876517672178e-28
blood_lymphocyte,6,32121659,32130329,PPT2,1.28950520821738e-27
blood_lymphocyte,6,32134510,32135137,EGFL8,3.0801875305152504e-17
blood_lymphocyte,6,32146492,32148031,RNF5,1.98485274739293e-17
blood_lymphocyte,6,32149883,32151934,AGER,2.93770546308346e-18
blood_lymphocyte,6,32154285,32157364,PBX2,1.4492194235832502e-15
blood_lymphocyte,6,32163274,32191457,NOTCH4,2.86225073569175e-41
blood_lymphocyte,6,32261507,32339076,C6orf10,2.55604720654858e-89
blood_lymphocyte,6,32549284,32554386,HLA-DRB1,2.14063102892463e-16
blood_lymphocyte,6,32605326,32609813,HLA-DQA1,1.34774067964172e-70
blood_lymphocyte,6,32709964,32714143,HLA-DQA2,7.31506842718286e-10
blood_lymphocyte,6,32822186,32826450,PSMB9,6.57559837691224e-08
blood_lymphocyte,6,34880876,35054185,ANKS1A,2.47065696451608e-10
blood_lymphocyte,6,35467891,35477032,TULP1,1.33150364067802e-08
blood_lymphocyte,6,35553345,35607571,FKBP5,2.56040494592493e-13
blood_lymphocyte,7,65541307,65552497,ASL,7.26125517491738e-08
blood_lymphocyte,7,99489868,99500597,TRIM4,8.60189516282972e-08
blood_lymphocyte,8,41519248,41743589,ANK1,8.76101750120023e-10
blood_lymphocyte,8,79580065,79629586,FAM164A,4.65529607253362e-12
blood_lymphocyte,8,79675262,79713106,IL7,1.2940768777858298e-11
blood_lymphocyte,9,123675895,123688217,TRAF1,8.45653136405389e-09
blood_lymphocyte,9,139904037,139919857,ABCA2,4.52129937914544e-12
blood_mch,1,11850750,11863057,MTHFR,1.16655726318159e-08
blood_mch,1,118507893,118726282,SPAG17,5.946692193835519e-12
blood_mch,1,150550924,150551327,MCL1,6.28504117639039e-08
blood_mch,1,158450238,158450382,OR10R2,9.22867425156171e-08
blood_mch,1,158584091,158653509,SPTA1,9.116626178733253e-19
blood_mch,1,198613504,198714895,PTPRC,7.84733468799861e-39
blood_mch,10,45875980,45938677,ALOX5,6.361780920090689e-16
blood_mch,10,45953767,46024729,MARCH8,1.31287009817539e-49
blood_mch,10,46111895,46157099,ANUBL1,5.40802526297912e-57
blood_mch,10,65315397,65378695,REEP3,9.99917064773125e-12
blood_mch,10,71054102,71160699,HK1,9.10809303533711e-08
blood_mch,10,104698571,104836853,CNNM2,3.0858478316324003e-11
blood_mch,11,16001354,16419171,SOX6,4.52444067766677e-08
blood_mch,11,66899619,67020500,KDM2A,5.87185807754409e-08
blood_mch,12,53924293,53957586,ATF7,1.34385366051608e-12
blood_mch,12,121208238,121334133,SPPL3,2.35519565514798e-09
blood_mch,12,121416864,121438844,HNF1A,1.02514252128252e-13
blood_mch,12,121458400,121476423,OASL,1.43882250558391e-08
blood_mch,12,121579024,121622304,P2RX7,1.14977930525425e-09
blood_mch,12,133202428,133262950,POLE,1.50436178508067e-14
blood_mch,13,75863116,76052790,TBC1D4,8.3829424758968e-10
