Trait,CHR,pStart,pEnd,Gene,pval_fastKAST
alka_phos,22,39764824,39771114,SYNGR1,3.200364862010474e-09
alka_phos,3,47079112,47185650,SETD2,5.520507051492984e-09
alka_phos,3,47270336,47305025,KIF9,1.362154833373097e-09
alka_phos,3,47328744,47371222,KLHL18,2.190940318058665e-09
alka_phos,3,98489630,98512540,ST3GAL6,1e-14
alka_phos,3,98561297,98615605,DCBLD2,7.271183011248183e-08
alka_phos,3,101049800,101226952,SENP7,4.434455691537664e-09
alka_phos,3,132158769,132256930,DNAJC13,1.650785064200022e-10
alka_phos,3,132412266,132441046,NPHP3,6.103002547774851e-10
alka_phos,3,135721036,135854035,PPP2R3A,2.763040685138662e-09
alka_phos,3,135974216,136032049,PCCB,6.841496258402913e-10
alka_phos,3,136062523,136295540,STAG1,1e-14
alka_phos,3,136677064,136720481,IL20RB,2.086039785353932e-09
alka_phos,4,727695,759449,PCGF3,1.3849256630393825e-08
alka_phos,4,69342169,69349059,TMPRSS11E,1e-14
alka_phos,4,99997409,100006645,ADH5,1e-14
alka_phos,4,100045616,100062819,ADH4,1e-14
alka_phos,4,100201477,100210847,ADH1A,1.1846207126353649e-08
alka_phos,4,100261120,100271356,ADH1C,7.0251821027156325e-09
alka_phos,4,103553372,103680599,MANBA,4.886931526115745e-09
alka_phos,4,103719434,103788211,UBE2D3,1.3014944677536278e-10
alka_phos,4,103804194,103911781,CISD2,2.909291363373256e-09
alka_phos,4,129018409,129114684,LARP1B,2.512190455661312e-11
alka_phos,4,148673350,148991893,ARHGAP10,4.475654513669269e-09
alka_phos,5,36617288,36674708,SLC1A3,1e-14
alka_phos,5,68396580,68425035,SLC30A5,2.4008232735184265e-08
alka_phos,5,71739602,71756896,ZNF366,4.1873763345634536e-08
alka_phos,5,158127025,158517233,EBF1,1.8950160107777947e-08
alka_phos,6,7186801,7248990,RREB1,4.5910806045768033e-08
alka_phos,6,15246896,15516633,JARID2,1.5911344908303704e-08
alka_phos,6,24188947,24357796,DCDC2,1e-14
alka_phos,6,24403411,24423824,MRS2,1e-14
alka_phos,6,24434308,24489652,GPLD1,1e-14
alka_phos,6,24498036,24533505,ALDH5A1,1e-14
alka_phos,6,24551664,24596478,KIAA0319,1e-14
alka_phos,6,24684569,24699260,ACOT13,1e-14
alka_phos,6,24808548,24873726,FAM65B,1e-14
alka_phos,6,25293399,25619463,LRRC16A,1.8351986597053843e-13
alka_phos,6,32605326,32609813,HLA-DQA1,2.6262752195194142e-08
alka_phos,6,116278118,116371630,FRK,1.0219250334841943e-08
alka_phos,6,160544961,160578860,SLC22A1,8.05192232888885e-08
alka_phos,7,1047932,1152615,C7orf50,1.4463444331092036e-08
alka_phos,7,72864869,72934080,BAZ1B,1e-14
alka_phos,7,72951881,72971231,BCL7B,1e-14
alka_phos,7,72985148,72990917,TBL2,3.3462121962202223e-13
alka_phos,7,73012042,73026378,MLXIPL,1e-14
alka_phos,7,96115627,96117918,FLJ42280,3.797784309256258e-11
alka_phos,7,106694274,106793847,PRKAR2B,2.4345127136449207e-08
alka_phos,7,106847716,107168335,COG5,2.994049452809122e-11
alka_phos,7,127015083,127030408,ZNF800,1e-14
alka_phos,7,134873925,134893192,WDR91,5.796637281285655e-09
alka_phos,7,135048804,135123060,CNOT4,4.842478751321266e-08
alka_phos,8,8176221,8236958,SGK223,1e-14
alka_phos,8,8646630,8749729,MFHAS1,1e-14
alka_phos,8,8860992,8882512,ERI1,1e-14
alka_phos,8,9414049,9634022,TNKS,1e-14
alka_phos,8,9913362,10277269,MSRA,1e-14
alka_phos,8,10383138,10411495,PRSS55,1.7222223647195278e-11
alka_phos,8,10464604,10480679,RP1L1,1e-14
alka_phos,8,10532188,10552959,C8orf74,1e-14
alka_phos,8,10623771,10696515,PINX1,1e-14
alka_phos,8,10761287,11054397,XKR6,1e-14
alka_phos,8,11146031,11163256,MTMR9,1e-14
alka_phos,8,11282907,11298606,FAM167A,1e-14
alka_phos,8,11575840,11614575,GATA4,1e-14
alka_phos,8,11634809,11639188,NEIL2,1e-14
alka_phos,8,11661920,11695060,FDFT1,1e-14
alka_phos,8,19805708,19822741,LPL,1.1038636671401035e-10
alka_phos,8,119938635,119954995,TNFRSF11B,3.550382210448788e-11
alka_phos,8,120084990,120112982,COLEC10,6.220357562369827e-12
alka_phos,8,145661675,145667079,TONSL,1e-14
alka_phos,8,145729727,145730330,GPT,5.1532333955606185e-11
alka_phos,9,5640617,5772424,KIAA1432,1e-14
alka_phos,9,5801283,5832928,ERMP1,1e-14
alka_phos,9,104161450,104171856,ZNF189,2.5727124874919127e-08
alka_phos,9,133464084,133510616,FUBP3,2.486505867871358e-08
alka_phos,9,135602456,135732277,AK8,3.3934648202560425e-08
alka_phos,9,135974079,136022263,RALGDS,1e-14
alka_phos,9,136029138,136037161,GBGT1,1e-14
alka_phos,9,136259231,136270538,C9orf96,1e-14
alka_phos,9,136275229,136281886,REXO4,1e-14
alka_phos,9,136287582,136323845,ADAMTS13,1e-14
alka_phos,9,136337168,136340436,SLC2A6,1e-14
alka_phos,9,136385088,136388479,TMEM8C,1e-14
alka_phos,9,136403754,136416634,ADAMTSL2,1e-14
apo_a,1,23767487,23809597,ASAP3,1.0339419986848952e-08
apo_a,1,27027651,27093657,ARID1A,1e-14
apo_a,1,27278023,27278573,C1orf172,1e-14
apo_a,1,39549983,39949254,MACF1,1e-14
apo_a,1,62928073,63144920,DOCK7,1e-14
apo_a,1,63272693,63329459,ATG4C,1.1412391476284256e-08
apo_a,1,66040934,66102257,LEPR,1.0961453966729096e-11
apo_a,1,109757295,109779073,SARS,5.249610701696383e-08
apo_a,1,109837129,109846278,MYBPHL,4.105105799734332e-08
apo_a,1,150337289,150440279,RPRD2,4.772068296077235e-10
apo_a,1,150526044,150532376,ADAMTSL4,2.1225078361553074e-09
apo_a,1,150651482,150658971,GOLPH3L,1e-14
apo_a,1,150678910,150683207,HORMAD1,9.890080310270832e-09
apo_a,1,150724531,150737220,CTSS,1e-14
apo_a,1,150784620,150808889,ARNT,1e-14
apo_a,1,150938877,150940358,CERS2,4.432931799414064e-11
apo_a,1,151009208,151015868,BNIPL,1.638067459452941e-11
apo_a,1,151062383,151084781,GABPB2,7.443312632915422e-11
apo_a,1,151498143,151502589,CGN,2.6727596913467263e-08
apo_a,1,178483231,178489978,C1orf49,2.8077062896869615e-10
apo_a,1,220970028,220985677,MOSC1,1e-14
apo_a,1,230211473,230413313,GALNT2,1e-14
apo_a,10,5138036,5149144,AKR1C3,1.0615307299843836e-08
apo_a,10,5241756,5260682,AKR1C4,1.6927570456459762e-11
apo_a,10,45875980,45938677,ALOX5,2.4303448142859447e-10
apo_a,10,45953767,46024729,MARCH8,1e-14
apo_a,10,46111895,46157099,ANUBL1,2.789308539696833e-08
apo_a,10,81146643,81200556,ZCCHC24,1.3147163580029542e-08
apo_a,10,113921889,113939693,GPAM,1e-14
apo_a,11,2924591,2942593,SLC22A18,4.7249339552024594e-08
apo_a,11,2972899,2993353,NAP1L4,3.1797320332316303e-10
apo_a,11,46359645,46376384,DGKZ,1.8460233341954788e-10
apo_a,11,46970431,47183690,C11orf49,1.3050605041087238e-10
apo_a,11,47298201,47349699,MADD,1e-14
apo_a,11,47357416,47371598,MYBPC3,7.198637086425208e-08
apo_a,11,47383373,47397005,SPI1,1e-14
apo_a,11,47464284,47470345,RAPSN,1e-14
apo_a,11,47701528,47736023,AGBL2,1e-14
apo_a,11,47741383,47788731,FNBP4,2.5337731912600248e-11
apo_a,11,47802071,47864013,NUP160,2.0761170560490427e-14
apo_a,11,48011369,48180921,PTPRJ,1e-14
apo_a,11,55540964,55541620,OR5D13,1e-14
apo_a,11,56143424,56143977,OR8U1,3.44707247190712e-08
apo_a,11,56510623,56511160,OR9G4,3.9845553079231883e-08
apo_a,11,61599991,61627811,FADS2,1e-14
apo_a,11,64023270,64031241,PLCB3,1.3685863553547506e-10
apo_a,11,68662384,68670389,MRPL21,2.243237595678238e-09
apo_a,11,75540112,75826505,UVRAG,1.149363371144574e-08
apo_a,11,109964534,110036365,ZC3H12C,1.0865575106322467e-10
apo_a,11,116620377,116639335,BUD13,1e-14
apo_a,11,116691675,116693871,APOA4,1e-14
apo_a,11,117076972,117100029,PCSK7,1e-14
apo_a,11,117110417,117153815,RNF214,1.2565504192707522e-12
apo_a,11,117162762,117182657,BACE1,2.0853874183046628e-11
apo_a,11,117216213,117281566,CEP164,1e-14
apo_a,12,9077330,9084534,PHC1,8.72008842911498e-09
apo_a,12,53924293,53957586,ATF7,1.8011013347418725e-08
apo_a,12,57525756,57595984,LRP1,1.4224621480707356e-11
apo_a,12,57613773,57618853,NXPH4,1.680944161641662e-08
apo_a,12,58183636,58208597,TSFM,7.771345789109319e-10
apo_a,12,109826634,109874951,MYO1H,1.5629945560036166e-08
apo_a,12,109893733,109908252,KCTD10,1e-14
apo_a,12,109994870,110011230,MMAB,1e-14
apo_a,12,110013879,110029186,MVK,4.338334291809076e-08
apo_a,12,117160976,117174073,C12orf49,2.221633987886662e-11
apo_a,12,121416864,121438844,HNF1A,2.3531874226989653e-09
apo_a,12,123651738,123705962,MPHOSPH9,1e-14
apo_a,12,123748216,123753294,CDK2AP1,1e-14
apo_a,12,123787811,123828792,SBNO1,1e-14
apo_a,12,123902892,123919969,RILPL2,7.38416972012601e-09
apo_a,12,124092033,124102894,DDX55,1.1293686874580544e-08
apo_a,12,124250882,124419062,DNAH10,1e-14
apo_a,12,125264018,125348263,SCARB1,1e-14
apo_a,14,105239192,105256187,AKT1,4.5097259260273864e-13
apo_a,15,41476209,41487546,EXD1,3.0056475086581713e-09
apo_a,15,42075839,42115747,MAPKBP1,4.921716367789486e-10
apo_a,15,43818079,43820717,MAP1A,1e-14
apo_a,15,58431526,58471556,AQP9,4.447837653742681e-09
apo_a,15,58724609,58854753,LIPC,1e-14
apo_a,15,58892450,59033022,ADAM10,1.2081447176015558e-08
apo_a,15,63343631,63358578,TPM1,1e-14
apo_a,16,56229881,56388893,GNAO1,1e-14
apo_a,16,56400976,56456298,AMFR,9.128831024440842e-11
apo_a,16,56486700,56509167,OGFOD1,6.441293187720022e-08
apo_a,16,56784401,56873840,NUP93,1e-14
apo_a,16,56900931,56946581,SLC12A3,1e-14
apo_a,16,56996288,57017319,CETP,1e-14
apo_a,16,57056609,57116287,NLRC5,1e-14
apo_a,16,57145502,57179613,CPNE2,1e-14
apo_a,16,57296834,57314650,PLLP,5.075939668586217e-13
apo_a,16,57392733,57395488,CCL22,5.324640728332497e-11
apo_a,16,66997756,67006838,CES3,8.437498255631226e-09
apo_a,16,67031481,67038140,CES4A,3.573141760249143e-08
apo_a,16,67572534,67578396,FAM65A,1e-14
apo_a,16,67991972,67998850,SLC12A4,1e-14
apo_a,16,68120057,68256622,NFATC3,1e-14
apo_a,16,68280317,68292556,PLA2G15,1e-14
apo_a,16,68337948,68344696,SLC7A6OS,1e-14
apo_a,16,68351922,68383519,PRMT7,1e-14
apo_a,16,81491081,81742741,CMIP,1e-14
apo_a,17,8243598,8244983,ODF4,2.6897127081149108e-08
apo_a,17,26648492,26650045,TMEM97,3.240074875066057e-12
apo_a,17,37438037,37554241,FBXL20,3.1583002879642663e-10
apo_a,17,38100134,38100673,LRRC3C,8.026315145848174e-08
apo_a,17,40566240,40571284,PTRF,2.7591293028095265e-08
apo_a,17,40735641,40760234,FAM134C,3.115243618623253e-09
apo_a,17,40811781,40818699,TUBG2,7.079947628163552e-09
apo_a,17,41926126,41939212,CD300LG,1e-14
apo_a,17,66875294,66927326,ABCA8,1e-14
apo_a,17,76379869,76409312,PGS1,1e-14
apo_a,18,46573551,46947056,DYM,1e-14
apo_a,18,47095675,47109955,LIPG,1e-14
apo_a,18,47310917,47317163,ACAA2,2.010181021638857e-09
apo_a,18,47361450,47718351,MYO5B,1e-14
apo_a,19,8429323,8436164,ANGPTL4,1e-14
apo_a,19,8458960,8466710,RAB11B,1.2988643494082908e-10
apo_a,19,8486884,8503345,MARCH2,1.260348592158067e-08
apo_a,19,11202306,11241810,LDLR,5.385967527526959e-08
apo_a,19,11319491,11362861,DOCK6,1e-14
apo_a,19,33881128,34001331,PEPD,1e-14
apo_a,19,41725752,41765407,AXL,5.0169409071543214e-08
apo_a,19,45284266,45299199,CBLC,1e-14
apo_a,19,45316372,45323471,BCAM,3.9276578434055416e-08
apo_a,19,45351516,45390333,PVRL2,1e-14
apo_a,19,45394969,45405062,TOMM40,1e-14
apo_a,19,45410002,45412079,APOE,1e-14
apo_a,19,45461980,45489674,CLPTM1,1e-14
apo_a,19,54755923,54756657,LILRB5,1e-14
apo_a,19,54782919,54783923,LILRB2,1e-14
apo_a,2,21225500,21261998,APOB,1e-14
apo_a,2,27799773,27801759,C2orf16,2.715161429023283e-12
apo_a,2,27815510,27834152,ZNF512,1e-14
apo_a,2,165545615,165688494,COBLL1,2.2051938053380127e-10
apo_a,2,211300502,211333956,LANCL1,3.572724338596345e-10
apo_a,2,211349092,211541721,CPS1,2.152944489353104e-12
apo_a,2,242349333,242416361,FARP2,8.255796046796604e-11
apo_a,20,33563932,33588185,MYH7B,3.2906453117931282e-09
apo_a,20,42988702,43057480,HNF4A,1e-14
apo_a,20,44529912,44539492,PLTP,2.735023318933827e-10
apo_a,20,46288433,46385188,SULF2,1.226796442210798e-13
apo_a,20,62340115,62364516,ZGPAT,1.9319490451863428e-10
apo_a,21,46192515,46220610,UBE2G2,2.5456871055595798e-09
apo_a,21,46827326,46931109,COL18A1,1.832429874504271e-08
apo_a,22,30886886,30901592,SEC14L4,3.749557309085105e-08
apo_a,22,38517880,38560836,PLA2G6,5.0556225872355745e-12
apo_a,22,44322922,44341300,PNPLA3,1.939670646322611e-12
apo_a,3,47651536,47821025,SMARCC1,6.578348976660209e-11
apo_a,3,48205625,48229366,CDC25A,1.554312234475219e-14
apo_a,3,49276196,49294250,CCDC36,5.4454156184213787e-08
apo_a,3,49868804,49869243,TRAIP,5.14277509466865e-12
apo_a,3,50005916,50112998,RBM6,5.854794427051502e-11
apo_a,3,52364168,52434095,DNAH1,5.8310170913955523e-08
apo_a,3,52448051,52455432,PHF7,4.097787442702838e-09
apo_a,3,52493896,52519854,NISCH,1.3309797708416228e-11
apo_a,3,52532118,52558008,STAB1,2.552402733613235e-13
apo_a,3,53131277,53160243,RFT1,3.389153779842502e-08
apo_a,3,136062523,136295540,STAG1,3.8413716652030416e-14
apo_a,3,136677064,136720481,IL20RB,1.6432855076686792e-11
apo_a,4,69342169,69349059,TMPRSS11E,1e-14
apo_a,4,87873164,88046938,AFF1,2.5601837538857808e-08
apo_a,4,102713097,102975423,BANK1,2.1689872120589368e-11
apo_a,4,103174819,103262478,SLC39A8,1e-14
apo_a,5,153376056,153413390,FAM114A2,2.1283574902497546e-10
apo_a,5,153429459,153432970,MFAP3,1.1554868173391242e-11
apo_a,6,25974204,25983010,TRIM38,6.788477779906543e-09
apo_a,6,26367218,26374549,BTN3A2,1.4289173178028134e-09
apo_a,6,26462356,26474742,BTN2A1,9.374712117704576e-11
apo_a,6,27879200,27879982,OR2B2,3.5562663924793014e-12
apo_a,6,28094432,28097193,ZSCAN16,2.219889383425766e-09
apo_a,6,28213918,28217797,ZKSCAN4,6.947731279183245e-11
apo_a,6,28254862,28268824,PGBD1,6.439293542825908e-14
apo_a,6,29910663,29912968,HLA-A,4.625946503633571e-08
apo_a,6,30071330,30080274,TRIM31,6.516284178914589e-10
apo_a,6,30154049,30166266,TRIM26,1.747317401878945e-09
apo_a,6,30912481,30920086,DPCR1,1.9428902930940243e-14
apo_a,6,31079242,31080016,C6orf15,4.1677332696110625e-09
apo_a,6,31098832,31107648,PSORS1C1,7.340386076748472e-10
apo_a,6,31110391,31125257,CCHCR1,5.107366529699675e-09
apo_a,6,31513402,31514247,ATP6V1G2,5.861977570020828e-13
apo_a,6,31591808,31605199,PRRC2A,1e-14
apo_a,6,31607111,31618761,BAG6,4.188576152586165e-10
apo_a,6,31631334,31632134,GPANK1,1e-14
apo_a,6,31736065,31741659,C6orf27,2.2648549702353197e-14
apo_a,6,32146492,32148031,RNF5,2.229322459967875e-08
apo_a,6,32149883,32151934,AGER,5.792613944066716e-09
apo_a,6,32163274,32191457,NOTCH4,8.262787121182669e-10
apo_a,6,32407906,32411362,HLA-DRA,1e-14
apo_a,6,32628189,32633970,HLA-DQB1,6.3726801613484e-14
apo_a,6,34287912,34354073,NUDT3,9.556799795973347e-13
apo_a,6,34498328,34499387,PACSIN1,7.480682739924306e-13
apo_a,6,34559969,34657369,C6orf106,1e-14
apo_a,6,34761675,34839644,UHRF1BP1,7.127718748556333e-09
apo_a,6,35331104,35386872,PPARD,1.201009403040132e-09
apo_a,6,42932200,42944850,PEX6,1e-14
apo_a,6,160952816,161083025,LPA,2.809058463615344e-08
apo_a,7,1047932,1152615,C7orf50,1e-14
apo_a,7,6449496,6486901,DAGLB,1e-14
apo_a,7,17842957,17978826,SNX13,5.909384093172321e-12
apo_a,7,26389545,26409145,SNX10,8.294687381393828e-09
apo_a,8,11575840,11614575,GATA4,4.8998052282200895e-08
apo_a,8,19805708,19822741,LPL,1e-14
apo_a,8,20005300,20038466,SLC18A1,2.0274904644068673e-08
apo_a,8,116431304,116621561,TRPS1,1e-14
apo_a,9,15176942,15301428,TTC39B,1e-14
apo_a,9,107547273,107665739,ABCA1,1e-14
apo_b,1,25695835,25743428,RHCE,2.8984714628421665e-10
apo_b,1,25799051,25813064,TMEM57,4.45645198521305e-09
apo_b,1,25965920,26103898,MAN1C1,7.113556410587307e-09
apo_b,1,27027651,27093657,ARID1A,2.8642399563238996e-10
apo_b,1,55505647,55525944,PCSK9,1e-14
apo_b,1,55536159,55668004,USP24,1e-14
apo_b,1,62928073,63144920,DOCK7,1e-14
apo_b,1,109686967,109745618,KIAA1324,1e-14
apo_b,1,109757295,109779073,SARS,1e-14
apo_b,1,109794123,109806313,CELSR2,1e-14
apo_b,1,109823457,109823962,PSRC1,1e-14
apo_b,1,109837129,109846278,MYBPHL,1e-14
apo_b,1,109857815,109933450,SORT1,1e-14
apo_b,1,110091447,110123513,GNAI3,1e-14
apo_b,1,110162995,110170896,AMPD2,1e-14
apo_b,1,110201812,110205811,GSTM4,1e-14
apo_b,1,230211473,230413313,GALNT2,6.411238206993629e-11
apo_b,11,18506679,18542227,TSG101,4.318266821901062e-08
apo_b,11,61524119,61553201,C11orf9,7.754774600243762e-10
apo_b,11,61599991,61627811,FADS2,1e-14
apo_b,11,116620377,116639335,BUD13,1e-14
apo_b,11,116691675,116693871,APOA4,1e-14
apo_b,11,126160826,126162843,TIRAP,2.72559752545476e-13
apo_b,11,126202361,126211727,DCPS,1e-14
apo_b,12,121416864,121438844,HNF1A,1e-14
apo_b,13,32893724,32965795,BRCA2,1e-14
apo_b,13,114464277,114509986,FAM70B,2.0058130489886142e-08
apo_b,14,70842786,70878482,SYNJ2BP,3.249223112788968e-11
apo_b,14,94642417,94742263,PPP4R4,5.564417193681948e-08
apo_b,15,58724609,58854753,LIPC,3.4906820545188566e-08
apo_b,16,56996288,57017319,CETP,1e-14
apo_b,16,72103769,72107865,HPR,4.6851411639181606e-14
apo_b,16,72130103,72143414,DHX38,3.8857805861880485e-14
apo_b,16,72158477,72199122,PMFBP1,1e-14
apo_b,16,72824678,72993925,ZFHX3,3.8545992731009455e-08
apo_b,17,7098434,7118322,DLG4,6.306679356526956e-08
apo_b,17,7129898,7134129,DVL2,2.9454466643485944e-08
apo_b,17,26648492,26650045,TMEM97,2.879202731786989e-08
apo_b,17,45333743,45385012,ITGB3,1e-14
apo_b,17,45412629,45505768,C17orf57,4.726175006908306e-11
apo_b,17,64208285,64222164,APOH,1.2090872414383114e-08
apo_b,17,67081278,67125337,ABCA6,1e-14
apo_b,17,67412362,67536671,MAP2K6,7.654987754790454e-13
apo_b,19,10464138,10488926,TYK2,2.278097710473048e-10
apo_b,19,10655351,10661199,ATG4D,1e-14
apo_b,19,10664661,10675334,KRI1,1e-14
apo_b,19,10686123,10694720,AP1M2,1e-14
apo_b,19,10723572,10752352,SLC44A2,1e-14
apo_b,19,10830281,10920315,DNM2,1e-14
apo_b,19,10961024,10970558,C19orf38,6.090327808738749e-08
apo_b,19,10987013,11031712,CARM1,1e-14
apo_b,19,11097807,11170677,SMARCA4,1e-14
apo_b,19,11202306,11241810,LDLR,1e-14
apo_b,19,11284028,11304404,KANK2,3.0975222387041873e-13
apo_b,19,11319491,11362861,DOCK6,8.37587144086882e-09
apo_b,19,19155672,19168228,ARMC6,1.7763568394002505e-14
apo_b,19,19293252,19301186,MEF2BNB,7.912304145207827e-11
apo_b,19,19329924,19353979,NCAN,1e-14
apo_b,19,19432416,19455864,MAU2,1e-14
apo_b,19,19789528,19790178,ZNF101,1e-14
apo_b,19,44791447,44805948,ZNF235,1e-14
apo_b,19,44832693,44842435,ZFP112,1e-14
apo_b,19,44891405,44896239,ZNF285,1e-14
apo_b,19,44932521,44934842,ZNF229,1e-14
apo_b,19,44981800,45002822,ZNF180,2.956422440192341e-08
apo_b,19,45121297,45134110,IGSF23,1e-14
apo_b,19,45284266,45299199,CBLC,1e-14
apo_b,19,45316372,45323471,BCAM,1e-14
apo_b,19,45351516,45390333,PVRL2,1e-14
apo_b,19,45394969,45405062,TOMM40,1e-14
apo_b,19,45410002,45412079,APOE,1e-14
apo_b,19,45461980,45489674,CLPTM1,1e-14
apo_b,19,45513854,45537779,RELB,1e-14
apo_b,19,45543755,45573405,CLASRP,1e-14
apo_b,19,45606231,45639716,LRRC68,1e-14
apo_b,19,45670248,45673929,TRAPPC6A,1e-14
apo_b,19,45756763,45799910,MARK4,5.913904921328593e-10
apo_b,19,45814860,45821183,CKM,1.6342482922482304e-13
apo_b,19,45854919,45867259,ERCC2,2.5779378631796135e-13
apo_b,19,46017454,46027752,VASP,1e-14
apo_b,19,46292649,46295223,DMWD,1e-14
apo_b,2,20451703,20521647,PUM2,1.3723735037274311e-08
apo_b,2,20891887,20991348,C2orf43,1e-14
apo_b,2,21225500,21261998,APOB,1e-14
apo_b,2,26924018,26948154,KCNK3,1.774432645262891e-08
apo_b,2,27323198,27326067,CGREF1,1.1259444487876635e-09
apo_b,2,27423913,27430237,SLC5A6,6.115108419635362e-12
apo_b,2,27505758,27526463,TRIM54,3.615607813145516e-11
apo_b,2,27587724,27590666,EIF2B4,4.3043346664717324e-13
apo_b,2,27611454,27623999,PPM1G,8.806411155859449e-11
apo_b,2,27669137,27686911,IFT172,1.997180198998194e-12
apo_b,2,27799773,27801759,C2orf16,1e-14
apo_b,2,27815510,27834152,ZNF512,1e-14
apo_b,2,27887160,27907444,SLC4A1AP,1.4492833044776889e-08
apo_b,2,28011829,28106866,RBKS,3.918011992620762e-08
apo_b,2,28122890,28546682,BRE,1e-14
apo_b,2,44040401,44065090,ABCG5,1e-14
apo_b,2,44066247,44102197,ABCG8,1e-14
apo_b,2,118689345,118755038,CCDC93,7.039130767161339e-08
apo_b,2,169788429,169869901,ABCB11,3.184706554026917e-08
apo_b,2,203745885,203773503,WDR12,2.9541624702034136e-10
apo_b,2,203820923,203846817,ALS2CR8,2.399191956214964e-13
apo_b,20,39658819,39743905,TOP1,1.0547118733938987e-14
apo_b,20,39768492,39796067,PLCG1,3.5717273583202314e-10
apo_b,20,44529912,44539492,PLTP,1e-14
apo_b,20,44578961,44598763,ZNF335,3.5577207846415604e-11
apo_b,20,44637624,44643111,MMP9,1e-14
apo_b,21,40566372,40670460,BRWD1,8.951312913119125e-09
apo_b,3,32578505,32601229,DYNC1LI1,7.923638822848744e-08
apo_b,3,122251838,122277539,PARP9,1.0615952561465749e-12
apo_b,3,122283812,122290579,DTX3L,8.086841141174973e-08
apo_b,3,132158769,132256930,DNAJC13,2.7126645152364404e-08
apo_b,4,3443993,3451109,HGFAC,1e-14
apo_b,4,3469443,3494898,DOK7,4.936104414099418e-09
apo_b,4,69342169,69349059,TMPRSS11E,5.599076557949446e-08
apo_b,4,87873164,88046938,AFF1,4.0674707046939325e-08
apo_b,5,74648603,74655726,HMGCR,1e-14
apo_b,5,74682474,74797907,COL4A3BP,1e-14
apo_b,5,74979866,74998598,POC5,1e-14
apo_b,5,156352777,156383422,TIMD4,1e-14
apo_b,5,156457328,156482296,HAVCR1,1e-14
apo_b,5,156514189,156531736,HAVCR2,5.022530835674388e-09
apo_b,6,16133732,16144234,MYLIP,8.992120381634551e-10
apo_b,6,30131503,30139699,TRIM15,8.679571572578483e-08
apo_b,6,31098832,31107648,PSORS1C1,3.791213454285014e-09
apo_b,6,31110391,31125257,CCHCR1,1.5021570209938773e-08
apo_b,6,31498497,31507834,DDX39B,1.0567829611396462e-08
apo_b,6,31515799,31525448,NFKBIL1,7.650167499484441e-09
apo_b,6,31540556,31540784,LTA,5.861977570020828e-13
apo_b,6,31731881,31732207,C6orf26,4.206983783561213e-08
apo_b,6,32407906,32411362,HLA-DRA,5.81756864903582e-13
