Trait,CHR,pStart,pEnd,Gene,pval_fastKAST,pval_skat
basal_metabolic,12,123322415,123345509,HIP1R,1e-14,1.53693187077545e-08
basal_metabolic,12,123472472,123519112,PITPNM2,8.958640385081651e-09,2.21369282904504e-08
basal_metabolic,13,50283568,50365706,KPNA3,1.5057954882990998e-12,1.3669633811167902e-15
basal_metabolic,15,43818079,43820717,MAP1A,1.978246055855948e-08,1.5116121669254802e-09
basal_metabolic,15,89381556,89417629,ACAN,2.06495931465156e-11,2.1568943184240802e-17
basal_metabolic,15,99202875,99500055,IGF1R,1.532107773982716e-14,6.0895852249665e-08
basal_metabolic,16,4751045,4777459,ANKS3,7.445886351931108e-09,7.803678562545709e-11
basal_metabolic,16,15125441,15129970,PDXDC1,5.926592550054011e-10,1.83503421835949e-09
basal_metabolic,16,29922011,29936654,KCTD13,1e-14,6.50631500898058e-08
basal_metabolic,16,53749128,54137949,FTO,1e-14,7.22761005759448e-11
basal_metabolic,16,88773738,88781614,CTU2,2.10935713340632e-11,1.25576418152917e-08
basal_metabolic,19,46179110,46182304,GIPR,6.058369361738868e-10,4.59279917265298e-10
basal_metabolic,2,55785408,55843052,SMEK2,1.6729831409101337e-08,4.274218978750351e-09
basal_metabolic,2,232882748,233162244,DIS3L2,8.656408923002346e-11,6.88307792984233e-08
basal_metabolic,20,32333181,32378732,ZNF341,1e-14,4.76819284056518e-08
basal_metabolic,20,33171268,33264731,PIGU,1e-14,8.44572527821729e-16
basal_metabolic,20,33437621,33457367,GGT7,1e-14,5.15115596676206e-22
basal_metabolic,20,33563932,33588185,MYH7B,1e-14,1.67049788946461e-12
basal_metabolic,20,33703607,33733180,EDEM2,1.745270594710746e-13,4.46823951522505e-12
basal_metabolic,20,33906639,33968939,UQCC,1e-14,2.53170445488439e-13
basal_metabolic,20,34079200,34095223,CEP250,1e-14,4.70755422051231e-13
basal_metabolic,20,34214723,34239008,CPNE1,1e-14,2.95594700777784e-10
basal_metabolic,20,34292961,34314725,RBM39,1e-14,2.24021025538417e-13
basal_metabolic,20,34417059,34530739,PHF20,1e-14,7.63686850547395e-24
basal_metabolic,4,17848100,18013639,LCORL,1e-14,6.160035373408321e-15
basal_metabolic,4,145923298,146015170,ANAPC10,3.758678879250965e-08,6.99545493754172e-08
basal_metabolic,6,27879200,27879982,OR2B2,5.808010739016821e-10,5.81295087620504e-08
basal_metabolic,6,28117105,28121278,ZNF192,1e-14,5.17433975666393e-08
basal_metabolic,6,28213918,28217797,ZKSCAN4,1e-14,1.2284241337471499e-11
basal_metabolic,6,28543089,28546952,SCAND3,1.4962863170708827e-09,6.52646222545751e-13
basal_metabolic,6,30878523,30881103,GTF2H4,3.3528735343679734e-14,1.63108676984938e-12
basal_metabolic,6,31079242,31080016,C6orf15,2.3634871837430182e-11,1.81104764518381e-09
basal_metabolic,6,31098832,31107648,PSORS1C1,1e-14,2.9896659040805e-11
basal_metabolic,6,31110391,31125257,CCHCR1,1e-14,1.92275697006001e-10
basal_metabolic,6,31513402,31514247,ATP6V1G2,1e-14,7.22285754584655e-30
basal_metabolic,6,31736065,31741659,C6orf27,1e-14,3.22098852034713e-08
basal_metabolic,6,32261507,32339076,C6orf10,1e-14,1.78833322577257e-09
basal_metabolic,6,34287912,34354073,NUDT3,1e-14,2.38813630384854e-30
basal_metabolic,6,34498328,34499387,PACSIN1,1e-14,2.8046441385541e-14
basal_metabolic,6,34559969,34657369,C6orf106,1e-14,1.40589817372136e-09
basal_metabolic,6,34761675,34839644,UHRF1BP1,1e-14,8.90062522163785e-32
basal_metabolic,6,34880876,35054185,ANKS1A,2.964295475749168e-14,4.815683625171151e-20
basal_metabolic,6,35088381,35108553,TCP11,1.0697664976078158e-11,1.1292650086872799e-11
basal_metabolic,6,35331104,35386872,PPARD,1e-14,2.6648926383587503e-10
basal_metabolic,6,50788262,50803050,TFAP2B,1e-14,1.03075955699794e-12
basal_metabolic,6,51483961,51947237,PKHD1,1.759236645249018e-09,1.09532898306952e-08
basal_metabolic,6,130400442,130448853,L3MBTL3,1e-14,8.24975524149993e-09
basal_metabolic,7,127015083,127030408,ZNF800,2.927036391042748e-11,1.47529502178598e-12
basal_metabolic,8,135491811,135722407,ZFAT,1e-14,7.013320678806199e-13
basal_metabolic,9,97529670,97839797,C9orf3,2.3352431099965547e-12,2.69976112848766e-09
basal_metabolic,9,98209594,98277516,PTCH1,1e-14,2.86077432612086e-08
bilirubin_direct,10,101544088,101611294,ABCC2,1e-14,9.64532658489374e-25
bilirubin_direct,11,2924591,2942593,SLC22A18,1e-14,4.5251271779714393e-11
bilirubin_direct,12,20522252,20831714,PDE3A,1e-14,1.07359219472043e-12
bilirubin_direct,12,20853121,20905250,SLCO1C1,1e-14,1.80852468066509e-51
bilirubin_direct,12,20971231,21045694,SLCO1B3,1e-14,7.36064909270905e-86
bilirubin_direct,12,21171495,21235850,SLCO1B7,1e-14,5.43978158257403e-99
bilirubin_direct,12,21295279,21391976,SLCO1B1,1e-14,2.64396666703569e-127
bilirubin_direct,12,21457434,21487544,SLCO1A2,1e-14,6.933917348813231e-98
bilirubin_direct,12,21592094,21613270,PYROXD1,4.7866183239264615e-08,2.01170585454182e-18
bilirubin_direct,12,21957838,22079726,ABCC9,1.257745352312156e-09,1.36918814031422e-11
bilirubin_direct,19,12429782,12443441,ZNF563,2.0860744021078403e-08,1.31532111505398e-08
bilirubin_direct,19,19432416,19455864,MAU2,1.0144525219857312e-09,3.1906675079795803e-09
bilirubin_direct,19,45410002,45412079,APOE,1e-14,1.54632524945363e-41
bilirubin_direct,2,234171812,234199537,ATG16L1,1e-14,1.1509531902892299e-158
bilirubin_direct,2,234219952,234246503,SAG,1e-14,0.0
bilirubin_direct,2,234273242,234375944,DGKD,1e-14,0.0
bilirubin_direct,2,234394111,234449316,USP40,1e-14,0.0
bilirubin_direct,2,234526871,234678668,UGT1A8,1e-14,0.0
bilirubin_direct,2,234747459,234763137,HJURP,1e-14,4.82323931267312e-83
bilirubin_direct,2,234854540,234918776,TRPM8,1e-14,2.6345213238545098e-238
bilirubin_direct,20,42988702,43057480,HNF4A,2.81199152851741e-09,9.876060484177249e-16
bilirubin_total,10,64927823,65220711,JMJD1C,1e-14,8.528859969147e-09
bilirubin_total,10,71054102,71160699,HK1,1e-14,1.3583476167991e-08
bilirubin_total,11,2924591,2942593,SLC22A18,1e-14,1.07771648225872e-10
bilirubin_total,12,20522252,20831714,PDE3A,1e-14,1.55084917097439e-11
bilirubin_total,12,20853121,20905250,SLCO1C1,1e-14,4.46838304713664e-75
bilirubin_total,12,20971231,21045694,SLCO1B3,1e-14,7.84575325482336e-118
bilirubin_total,12,21171495,21235850,SLCO1B7,1e-14,1.9949454785447201e-131
bilirubin_total,12,21295279,21391976,SLCO1B1,1e-14,1.69009615961149e-179
bilirubin_total,12,21457434,21487544,SLCO1A2,1e-14,2.9045039209752e-141
bilirubin_total,12,21592094,21613270,PYROXD1,2.057687353840265e-12,1.69583965716223e-27
bilirubin_total,12,21623969,21649160,RECQL,6.106226635438361e-13,3.57501420600377e-10
bilirubin_total,12,21690035,21757238,GYS2,1e-14,1.07269635980389e-19
bilirubin_total,12,21791062,21801579,LDHB,5.174557526910206e-08,3.7547239957913605e-09
bilirubin_total,12,21957838,22079726,ABCC9,1.5132339825640886e-13,2.40197583070928e-17
bilirubin_total,12,112869780,112935344,PTPN11,1e-14,3.77310168595507e-12
bilirubin_total,19,12429782,12443441,ZNF563,6.783111849983924e-10,7.11299183335672e-11
bilirubin_total,19,45410002,45412079,APOE,6.205358449307141e-11,1.23244993099902e-08
bilirubin_total,2,233745521,233836065,NGEF,1e-14,7.3762207821601e-11
bilirubin_total,2,234171812,234199537,ATG16L1,1e-14,3.5872135482220804e-247
bilirubin_total,2,234219952,234246503,SAG,1e-14,0.0
bilirubin_total,2,234273242,234375944,DGKD,1e-14,0.0
bilirubin_total,2,234394111,234449316,USP40,1e-14,0.0
bilirubin_total,2,234526871,234678668,UGT1A8,1e-14,0.0
bilirubin_total,2,234747459,234763137,HJURP,1e-14,3.81831078554479e-124
bilirubin_total,2,234854540,234918776,TRPM8,1e-14,0.0
bilirubin_total,20,42988702,43057480,HNF4A,2.276683730428885e-09,2.04838304408793e-16
bilirubin_total,6,27879200,27879982,OR2B2,1e-14,6.06127190660999e-08
bilirubin_total,6,28543089,28546952,SCAND3,6.550315845288425e-14,3.77726224742858e-08
bilirubin_total,8,41519248,41743589,ANK1,1.1333156635373598e-12,7.4676553178959e-17
blood_eosinophil,1,12124259,12198362,TNFRSF8,8.261991091274011e-11,2.21797810603163e-11
blood_eosinophil,1,150550924,150551327,MCL1,5.054159646356027e-09,8.43107477166427e-08
blood_eosinophil,1,150784620,150808889,ARNT,1e-14,6.80390440598905e-14
blood_eosinophil,10,64154935,64408208,ZNF365,1.3017737998666234e-08,6.51624321286025e-10
blood_eosinophil,11,117076972,117100029,PCSK7,1.0771605829518194e-11,7.221676763587069e-11
blood_eosinophil,12,110447513,110470695,ANKRD13A,1e-14,1.39869738461626e-09
blood_eosinophil,12,110573793,110630220,IFT81,1e-14,7.65731746898979e-08
blood_eosinophil,12,111490653,111785515,CUX2,1e-14,4.82043931490523e-47
blood_eosinophil,12,111911494,112015380,ATXN2,1e-14,6.33215293426588e-14
blood_eosinophil,12,112091244,112111717,BRAP,5.897504706808833e-13,1.52270477224932e-13
blood_eosinophil,12,112182876,112189001,ACAD10,1e-14,2.82568079159781e-21
blood_eosinophil,12,112471716,112545374,NAA25,1e-14,2.68047439899109e-25
blood_eosinophil,12,112869780,112935344,PTPN11,1e-14,3.78892420074442e-62
blood_eosinophil,15,67360728,67477569,SMAD3,1e-14,4.6994229049083204e-21
blood_eosinophil,16,11039635,11269399,CLEC16A,1e-14,1.91512552144702e-10
blood_eosinophil,16,11439679,11444572,RMI2,1.4893641875346475e-11,3.69034991454242e-09
blood_eosinophil,16,67031481,67038140,CES4A,1.2016574402196054e-09,4.88486081823139e-10
blood_eosinophil,16,67319622,67322118,PLEKHG4,3.980376028778209e-10,2.65245694991603e-10
blood_eosinophil,17,4535314,4540268,ALOX15,1e-14,6.35797540490511e-78
blood_eosinophil,17,37939398,38013360,IKZF3,1e-14,4.01190714154664e-21
blood_eosinophil,17,41926126,41939212,CD300LG,7.307876526141399e-11,1.17778278373803e-10
blood_eosinophil,17,43474668,43482264,ARHGAP27,1e-14,2.86423310624784e-08
blood_eosinophil,17,43516738,43555253,PLEKHM1,1e-14,4.59297662096025e-17
blood_eosinophil,18,60804334,60978979,BCL2,1e-14,2.24968414243526e-42
blood_eosinophil,19,16313394,16339431,AP1M1,1.3350445193793803e-09,3.18387505249262e-08
blood_eosinophil,19,16479411,16569843,EPS15L1,1e-14,1.54034545338975e-16
blood_eosinophil,19,16697834,16735394,MED26,1e-14,5.70888270994856e-12
blood_eosinophil,19,46268902,46269313,SIX5,2.157163336846679e-12,5.69774575973297e-10
blood_eosinophil,2,97439075,97465384,CNNM4,1.7039747390867888e-10,1.34292559206189e-09
blood_eosinophil,2,102955082,102966310,IL1RL1,1e-14,1.9883964040629e-11
blood_eosinophil,2,102988300,103010494,IL18R1,1e-14,5.95084139839891e-16
blood_eosinophil,2,103042401,103068156,IL18RAP,1e-14,1.40628242384366e-09
blood_eosinophil,2,196641517,196925237,DNAH7,4.056643132521742e-09,4.0982140363825906e-09
blood_eosinophil,2,213878295,214006439,IKZF2,1e-14,4.5770095128275e-24
blood_eosinophil,20,29970431,29976949,DEFB119,3.731763376091379e-08,8.10053493172092e-08
blood_eosinophil,21,36167781,36420244,RUNX1,1e-14,1.80904493109714e-29
blood_eosinophil,22,41264541,41321602,XPNPEP3,7.993383732696202e-12,1.05023675113793e-09
blood_eosinophil,3,48616291,48628014,COL7A1,6.421572751325044e-08,6.85364136554512e-08
blood_eosinophil,3,50721022,51410485,DOCK3,1e-14,2.21604424481036e-10
blood_eosinophil,3,127872506,128122580,EEFSEC,1e-14,1.7502337900723502e-20
blood_eosinophil,3,128200459,128204960,GATA2,1e-14,8.55492645595549e-13
blood_eosinophil,3,128612113,128627887,ACAD9,1e-14,9.590360028117451e-15
blood_eosinophil,4,123101170,123277192,KIAA1109,1e-14,8.975031244373369e-12
blood_eosinophil,5,110428060,110460958,WDR36,1e-14,8.69495056236791e-18
blood_eosinophil,5,110560413,110815788,CAMK4,1e-14,1.80855192165117e-11
blood_eosinophil,5,130764699,130969724,RAPGEF6,1e-14,1.2604041748875702e-25
blood_eosinophil,5,131004513,131116899,FNIP1,1e-14,4.31734580552086e-21
blood_eosinophil,5,131302662,131342241,ACSL6,5.378253398191646e-12,5.30133623344034e-11
blood_eosinophil,5,131532932,131547233,P4HA2,1e-14,2.87817884602126e-09
blood_eosinophil,5,131639843,131671662,SLC22A4,1e-14,7.6776431488797e-17
blood_eosinophil,5,131755969,131809393,C5orf56,1e-14,7.06180504882928e-29
blood_eosinophil,5,131819800,131824486,IRF1,1e-14,3.2182667029795303e-44
blood_eosinophil,5,131902931,131953510,RAD50,1e-14,3.94682342490226e-13
blood_eosinophil,5,148206440,148207447,ADRB2,1e-14,8.020760005282559e-12
blood_eosinophil,6,395634,407365,IRF4,2.2747359551544832e-12,2.26351247607711e-12
blood_eosinophil,6,489202,635320,EXOC2,1e-14,4.692264524156991e-24
blood_eosinophil,6,26501897,26509382,BTN1A1,1e-14,2.02114956168393e-13
blood_eosinophil,6,30105154,30115542,TRIM40,1e-14,2.55576981800232e-08
blood_eosinophil,6,30154049,30166266,TRIM26,1e-14,3.1786014122861498e-12
blood_eosinophil,6,30516353,30519258,GNL1,1e-14,5.10083550436852e-15
blood_eosinophil,6,30878523,30881103,GTF2H4,1e-14,2.19496909903095e-17
blood_eosinophil,6,31098832,31107648,PSORS1C1,1e-14,2.17657389010468e-15
blood_eosinophil,6,31237257,31238716,HLA-C,4.848832446668894e-11,3.82872083283648e-12
blood_eosinophil,6,31469468,31477681,MICB,1e-14,6.31009216072623e-16
blood_eosinophil,6,31513402,31514247,ATP6V1G2,1e-14,9.35734393601685e-71
blood_eosinophil,6,31591808,31605199,PRRC2A,1e-14,2.04751322157934e-23
blood_eosinophil,6,31607111,31618761,BAG6,1e-14,1.45927409565816e-17
blood_eosinophil,6,31708910,31728267,MSH5,1e-14,1.00795867015957e-22
blood_eosinophil,6,31731881,31732207,C6orf26,1e-14,1.02023373083071e-08
blood_eosinophil,6,31736065,31741659,C6orf27,1e-14,5.21958424061689e-24
blood_eosinophil,6,31868765,31912523,ZBTB12,1.0185052801148231e-10,1.9982072489471905e-17
blood_eosinophil,6,31928148,31937037,SKIV2L,2.1659452009714638e-11,3.22354608878812e-08
blood_eosinophil,6,32134510,32135137,EGFL8,1e-14,1.70910613309391e-14
blood_eosinophil,6,32146492,32148031,RNF5,1e-14,2.94433166890518e-15
blood_eosinophil,6,32149883,32151934,AGER,1e-14,1.46939645742332e-16
blood_eosinophil,6,32163274,32191457,NOTCH4,1e-14,2.26978112004215e-16
blood_eosinophil,6,32261507,32339076,C6orf10,1e-14,1.9959857173823e-24
blood_eosinophil,6,32628189,32633970,HLA-DQB1,1e-14,5.81052256172594e-09
blood_eosinophil,6,32709964,32714143,HLA-DQA2,1e-14,5.37761882169768e-15
blood_eosinophil,6,32781112,32783896,HLA-DOB,1e-14,9.93391833090443e-13
blood_eosinophil,6,33269881,33280629,TAPBP,1e-14,1.14042232735075e-28
blood_eosinophil,6,35088381,35108553,TCP11,5.6676595638904814e-08,2.85321527515592e-08
blood_eosinophil,6,42196127,42232509,TRERF1,1.2756462552943049e-12,3.91659744074675e-09
blood_eosinophil,6,135506442,135539103,MYB,1e-14,1.62158539305778e-08
blood_eosinophil,7,75513062,75515664,RHBDD2,6.674660824046441e-13,8.843435685835691e-10
blood_eosinophil,7,75592925,75615006,POR,1.4517165247696084e-10,1.77183411027038e-09
blood_eosinophil,7,148851273,148873940,ZNF398,1e-14,2.72789431043918e-08
blood_eosinophil,8,22962553,22974450,TNFRSF10C,1e-14,4.82584799459673e-10
blood_eosinophil,8,48174091,48647273,KIAA0146,2.9231062015355747e-11,1.5681865173971002e-10
blood_eosinophil,8,61654298,61764908,CHD7,1e-14,4.13668807600203e-11
blood_eosinophil,9,5038640,5120803,JAK2,1e-14,9.70792693111633e-10
blood_eosinophil,9,5640617,5772424,KIAA1432,1e-14,2.61005247795243e-18
blood_eosinophil,9,6414839,6498773,UHRF2,1e-14,7.82547969862636e-58
blood_eosinophil,9,6534845,6645251,GLDC,1e-14,4.1229525979690203e-17
blood_lymphocyte,1,198613504,198714895,PTPRC,1e-14,7.82372529096801e-18
blood_lymphocyte,10,50244183,50316586,VSTM4,7.14998060757921e-11,1.79926272769748e-08
blood_lymphocyte,10,50365581,50393251,C10orf128,1e-14,1.5793593485251e-09
blood_lymphocyte,11,48011369,48180921,PTPRJ,1e-14,3.5873994331722203e-10
blood_lymphocyte,12,9822952,9845703,CLEC2D,1e-14,4.10961923256308e-14
blood_lymphocyte,12,9875323,9885840,CLECL1,1e-14,3.63334381921486e-13
blood_lymphocyte,12,9981162,9995082,KLRF1,2.2786883491221488e-11,2.0248057557750698e-12
blood_lymphocyte,12,111490653,111785515,CUX2,1e-14,1.97897933685799e-35
blood_lymphocyte,12,111911494,112015380,ATXN2,1e-14,2.5092921490114e-13
blood_lymphocyte,12,112182876,112189001,ACAD10,1e-14,1.9263681083972e-14
blood_lymphocyte,12,112471716,112545374,NAA25,1e-14,1.65954734846507e-21
blood_lymphocyte,12,112869780,112935344,PTPN11,1e-14,6.820594380737029e-43
blood_lymphocyte,12,124198360,124242557,ATP6V0A2,1.2761116607862275e-09,8.13849697633984e-08
blood_lymphocyte,13,114749969,114896917,RASA3,1e-14,7.19646090642754e-16
blood_lymphocyte,13,115004203,115037377,CDC16,3.8663516832571077e-11,4.91401189039513e-11
blood_lymphocyte,14,104027557,104028270,BAG5,1.2398193582896509e-11,1.27091690936312e-13
blood_lymphocyte,17,4638563,4639597,CXCL16,2.5160275196611792e-08,5.0996622030399e-08
blood_lymphocyte,17,4739023,4799289,MINK1,1.1093159724140378e-10,2.03172628174673e-13
blood_lymphocyte,18,60804334,60978979,BCL2,3.3767433293974136e-12,8.57212122395978e-08
blood_lymphocyte,19,16313394,16339431,AP1M1,9.034734183011041e-09,8.16906892131541e-08
blood_lymphocyte,19,16479411,16569843,EPS15L1,1e-14,1.63205441231947e-51
blood_lymphocyte,19,16697834,16735394,MED26,1e-14,8.08033677914238e-50
blood_lymphocyte,2,23790221,23926659,KLHL29,1e-14,3.09404906963269e-13
blood_lymphocyte,2,23980698,24148020,ATAD2B,1e-14,1.32538939542056e-09
blood_lymphocyte,2,24242812,24244603,MFSD2B,1e-14,9.407570019387921e-14
blood_lymphocyte,2,24290671,24298486,SF3B14,1e-14,3.32446827720861e-17
blood_lymphocyte,2,24398818,24413298,C2orf84,1e-14,5.81004304667232e-08
blood_lymphocyte,2,25276284,25373365,EFR3B,1e-14,5.6111612768573296e-11
blood_lymphocyte,2,25462988,25530020,DNMT3A,1e-14,2.06898433515769e-15
blood_lymphocyte,2,43479638,43806918,THADA,1e-14,1.9214265862545e-09
blood_lymphocyte,2,111534586,111875388,ACOXL,1e-14,2.58598375224575e-10
blood_lymphocyte,2,143914267,144524621,ARHGAP15,1e-14,7.13150467276542e-10
blood_lymphocyte,2,161136193,161340270,RBMS1,1e-14,2.30472594725896e-09
blood_lymphocyte,2,163124637,163167154,IFIH1,2.232174667327058e-08,2.00630805928162e-08
blood_lymphocyte,22,30186139,30223584,ASCC2,1e-14,1.32789841018542e-09
blood_lymphocyte,3,28294794,28351763,CMC1,7.373126664766971e-09,5.38125671798724e-12
blood_lymphocyte,3,46965111,47011310,CCDC12,1e-14,1.26847138947937e-10
blood_lymphocyte,4,37903756,38138856,TBC1D1,1e-14,3.793164362929389e-11
blood_lymphocyte,4,103719434,103788211,UBE2D3,7.80486786311485e-14,5.11266426763565e-10
blood_lymphocyte,5,134674160,134723312,H2AFY,3.890510136272951e-11,1.40845434197118e-16
blood_lymphocyte,6,26501897,26509382,BTN1A1,1e-14,3.0521596313553904e-17
blood_lymphocyte,6,29640951,29644502,ZFP57,1e-14,8.75064073268977e-33
blood_lymphocyte,6,29795636,29796327,HLA-G,1e-14,9.68638245136432e-13
blood_lymphocyte,6,30669430,30682007,MDC1,1.893374346195742e-12,2.61828753698643e-12
blood_lymphocyte,6,30878523,30881103,GTF2H4,1e-14,1.51925274225465e-09
blood_lymphocyte,6,30953105,30955929,MUC21,4.085620730620576e-14,8.61658094984681e-15
blood_lymphocyte,6,31079242,31080016,C6orf15,1e-14,1.8178449476834798e-28
blood_lymphocyte,6,31098832,31107648,PSORS1C1,1e-14,3.56961954253838e-51
blood_lymphocyte,6,31110391,31125257,CCHCR1,1e-14,8.345851158053189e-80
blood_lymphocyte,6,31132649,31138107,POU5F1,1e-14,1.27786016212994e-08
blood_lymphocyte,6,31469468,31477681,MICB,1e-14,4.97066611312139e-19
blood_lymphocyte,6,31496915,31497706,MCCD1,1e-14,1.00509066994223e-31
blood_lymphocyte,6,31498497,31507834,DDX39B,1e-14,7.88282945593089e-36
blood_lymphocyte,6,31513402,31514247,ATP6V1G2,1e-14,4.54553950459647e-155
blood_lymphocyte,6,31515799,31525448,NFKBIL1,1e-14,3.4109010812625504e-20
blood_lymphocyte,6,31540556,31540784,LTA,1e-14,1.05900582997657e-56
blood_lymphocyte,6,31583224,31583931,AIF1,1e-14,5.936553216229851e-10
blood_lymphocyte,6,31591808,31605199,PRRC2A,1e-14,1.89975025279462e-57
blood_lymphocyte,6,31631334,31632134,GPANK1,1e-14,5.50653767362891e-20
blood_lymphocyte,6,31674944,31678073,LY6G6F,1e-14,8.93718739040544e-19
blood_lymphocyte,6,31708910,31728267,MSH5,1e-14,3.90405230085053e-54
blood_lymphocyte,6,31731881,31732207,C6orf26,1e-14,1.05996732236308e-46
blood_lymphocyte,6,31736065,31741659,C6orf27,1e-14,1.4718267903541897e-11
blood_lymphocyte,6,31834197,31844684,SLC44A4,1e-14,4.987844940232241e-10
blood_lymphocyte,6,31850332,31864674,EHMT2,1e-14,6.59613696809632e-31
blood_lymphocyte,6,31868765,31912523,ZBTB12,1e-14,7.14424661530136e-42
blood_lymphocyte,6,31915144,31918903,CFB,2.313332414516367e-09,7.80478345875057e-14
blood_lymphocyte,6,31920687,31925848,RDBP,1e-14,6.744025967752871e-17
blood_lymphocyte,6,31928148,31937037,SKIV2L,1e-14,2.73709104010813e-37
blood_lymphocyte,6,31937762,31939345,DOM3Z,1e-14,3.43842300561055e-16
blood_lymphocyte,6,32085278,32093922,ATF6B,1e-14,9.11876517672178e-28
blood_lymphocyte,6,32121659,32130329,PPT2,1e-14,1.28950520821738e-27
blood_lymphocyte,6,32134510,32135137,EGFL8,1e-14,3.0801875305152504e-17
blood_lymphocyte,6,32146492,32148031,RNF5,1e-14,1.98485274739293e-17
blood_lymphocyte,6,32149883,32151934,AGER,1e-14,2.93770546308346e-18
blood_lymphocyte,6,32163274,32191457,NOTCH4,1e-14,2.86225073569175e-41
blood_lymphocyte,6,32261507,32339076,C6orf10,1e-14,2.55604720654858e-89
blood_lymphocyte,6,32605326,32609813,HLA-DQA1,1e-14,1.34774067964172e-70
blood_lymphocyte,6,32709964,32714143,HLA-DQA2,1e-14,7.31506842718286e-10
blood_lymphocyte,6,32822186,32826450,PSMB9,8.160849773730661e-11,6.57559837691224e-08
blood_lymphocyte,6,35467891,35477032,TULP1,6.810838670823216e-09,1.33150364067802e-08
blood_lymphocyte,6,35553345,35607571,FKBP5,1.2900791546144322e-13,2.56040494592493e-13
blood_lymphocyte,8,41519248,41743589,ANK1,2.912502361507308e-08,8.76101750120023e-10
